Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Application_Date,Offer_Date,Join_Date,Days_to_Offer,Days_to_Join,Funnel_Stage_Drop,Month
44,1,1,11,5,49.01,1,78,29,1,1,2024-01-14,2024-02-17,2024-03-14,34,26.0,Joined,Feb-2024
23,1,3,7,2,43.56,22,37,28,2,0,2024-03-21,2024-03-31,,10,,Dropped at Screening,Mar-2024
29,1,3,9,1,9.52,22,2,7,2,0,2024-01-03,2024-01-16,,13,,Dropped at Screening,Jan-2024
22,1,2,13,3,3.26,84,79,11,3,0,2024-04-07,2024-05-20,,43,,Dropped at Offer,May-2024
37,0,3,12,3,29.4,15,65,40,2,0,2024-02-09,2024-02-24,,15,,Dropped at Screening,Feb-2024
41,1,3,12,3,45.72,8,94,25,1,0,2024-03-29,2024-04-24,,26,,Dropped at Screening,Apr-2024
53,0,2,1,5,9.69,12,91,49,3,0,2024-05-04,2024-06-02,,29,,Dropped at Screening,Jun-2024
27,0,2,4,2,1.35,27,70,1,1,1,2024-06-10,2024-07-09,2024-07-31,29,22.0,Joined,Jul-2024
38,1,2,0,5,40.47,26,93,54,2,1,2024-04-04,2024-04-16,2024-04-25,12,9.0,Joined,Apr-2024
25,0,2,5,4,4.76,50,42,55,3,1,2024-01-09,2024-02-18,2024-03-01,40,12.0,Joined,Feb-2024
45,1,3,1,1,21.27,63,61,13,3,1,2024-04-03,2024-05-06,2024-06-02,33,27.0,Joined,May-2024
53,1,3,3,1,34.27,51,70,5,3,0,2024-03-24,2024-04-24,,31,,Dropped at Interview,Apr-2024
25,0,1,5,3,12.6,80,99,94,3,1,2024-01-21,2024-02-25,2024-03-25,35,29.0,Joined,Feb-2024
52,0,1,9,3,5.11,37,92,80,1,0,2024-01-25,2024-02-20,,26,,Dropped at Interview,Feb-2024
41,0,3,10,3,38.73,99,23,88,2,0,2024-04-11,2024-05-02,,21,,Dropped at Offer,May-2024
40,0,1,7,2,31.88,64,38,60,2,1,2024-05-01,2024-05-20,2024-06-08,19,19.0,Joined,May-2024
25,1,3,11,4,49.44,17,67,95,3,1,2024-06-20,2024-07-17,2024-07-24,27,7.0,Joined,Jul-2024
25,1,1,7,4,17.87,62,92,11,2,0,2024-01-25,2024-02-16,,22,,Dropped at Offer,Feb-2024
23,1,2,10,4,4.03,50,43,12,1,0,2024-05-16,2024-06-16,,31,,Dropped at Interview,Jun-2024
49,0,1,5,4,36.98,8,4,18,2,0,2024-04-12,2024-04-27,,15,,Dropped at Screening,Apr-2024
30,0,2,3,3,26.56,12,54,43,1,0,2024-06-02,2024-07-01,,29,,Dropped at Screening,Jul-2024
49,0,2,7,1,11.45,39,92,88,1,1,2024-02-26,2024-03-30,2024-04-26,33,27.0,Joined,Mar-2024
50,1,2,12,3,39.3,54,29,94,2,0,2024-02-06,2024-02-20,,14,,Dropped at Interview,Feb-2024
43,0,2,7,4,10.98,78,28,58,1,1,2024-01-16,2024-02-09,2024-02-29,24,20.0,Joined,Feb-2024
28,1,1,9,3,13.77,42,25,36,1,0,2024-02-06,2024-02-26,,20,,Dropped at Interview,Feb-2024
22,0,3,13,4,5.53,43,82,24,1,0,2024-03-16,2024-04-05,,20,,Dropped at Interview,Apr-2024
50,1,2,0,5,20.57,67,25,15,1,0,2024-05-31,2024-06-24,,24,,Dropped at Offer,Jun-2024
43,1,1,15,1,21.53,32,36,37,3,1,2024-01-26,2024-02-27,2024-03-06,32,8.0,Joined,Feb-2024
50,0,2,3,5,26.21,23,90,42,2,0,2024-01-20,2024-02-04,,15,,Dropped at Screening,Feb-2024
25,0,1,3,2,35.74,35,93,86,3,1,2024-05-16,2024-06-29,2024-07-07,44,8.0,Joined,Jun-2024
21,1,1,6,3,45.4,9,52,13,1,1,2024-04-12,2024-05-10,2024-05-31,28,21.0,Joined,May-2024
39,1,1,15,2,7.75,99,29,5,2,1,2024-01-29,2024-02-11,2024-03-06,13,24.0,Joined,Feb-2024
47,0,3,13,3,3.66,19,2,88,1,0,2024-01-31,2024-03-01,,30,,Dropped at Screening,Mar-2024
30,0,1,13,5,1.91,74,42,22,2,1,2024-01-19,2024-01-31,2024-02-15,12,15.0,Joined,Jan-2024
23,1,1,10,4,8.04,11,6,59,3,1,2024-05-27,2024-07-07,2024-07-16,41,9.0,Joined,Jul-2024
34,0,3,6,4,33.24,61,48,11,2,0,2024-01-27,2024-02-15,,19,,Dropped at Offer,Feb-2024
25,1,3,15,3,36.65,17,72,12,1,0,2024-04-03,2024-05-01,,28,,Dropped at Screening,May-2024
49,1,1,12,4,39.54,93,40,99,2,1,2024-03-25,2024-04-09,2024-04-19,15,10.0,Joined,Apr-2024
21,0,3,10,5,12.94,100,76,97,2,1,2024-02-13,2024-03-08,2024-03-29,24,21.0,Joined,Mar-2024
34,0,2,14,4,15.99,62,78,5,3,0,2024-06-11,2024-07-17,,36,,Dropped at Offer,Jul-2024
30,0,2,7,5,24.67,83,53,62,1,1,2024-04-22,2024-05-24,2024-06-04,32,11.0,Joined,May-2024
27,0,3,15,2,4.1,24,68,37,2,1,2024-05-29,2024-06-08,2024-07-04,10,26.0,Joined,Jun-2024
45,0,3,10,5,30.95,11,92,49,3,1,2024-03-14,2024-04-25,2024-05-21,42,26.0,Joined,Apr-2024
24,1,1,4,1,49.2,20,98,51,2,0,2024-03-27,2024-04-14,,18,,Dropped at Screening,Apr-2024
25,1,3,6,1,18.68,24,90,39,1,1,2024-05-22,2024-06-21,2024-07-02,30,11.0,Joined,Jun-2024
45,0,1,7,1,37.89,10,26,7,2,0,2024-04-03,2024-04-18,,15,,Dropped at Screening,Apr-2024
23,0,2,15,3,25.5,63,7,60,2,0,2024-04-07,2024-04-19,,12,,Dropped at Offer,Apr-2024
38,0,3,14,3,7.26,72,31,7,2,0,2024-05-20,2024-06-06,,17,,Dropped at Offer,Jun-2024
39,1,1,8,3,29.53,49,83,96,2,1,2024-05-11,2024-05-30,2024-06-15,19,16.0,Joined,May-2024
52,0,1,2,5,15.69,61,63,33,1,0,2024-02-25,2024-03-20,,24,,Dropped at Offer,Mar-2024
39,0,2,2,3,2.69,88,9,78,3,1,2024-05-30,2024-07-09,2024-07-31,40,22.0,Joined,Jul-2024
31,1,3,3,2,32.11,98,12,99,3,0,2024-04-06,2024-05-19,,43,,Dropped at Offer,May-2024
20,1,2,4,1,43.09,95,62,59,2,1,2024-04-07,2024-04-20,2024-05-08,13,18.0,Joined,Apr-2024
45,0,1,9,5,17.89,48,92,56,1,1,2024-02-03,2024-02-24,2024-03-15,21,20.0,Joined,Feb-2024
33,0,1,0,1,20.12,13,34,98,1,1,2024-04-09,2024-05-08,2024-06-05,29,28.0,Joined,May-2024
30,0,3,14,3,44.66,0,60,45,1,0,2024-05-24,2024-06-27,,34,,Dropped at Screening,Jun-2024
32,1,1,14,5,40.87,80,53,21,1,1,2024-06-04,2024-07-07,2024-07-24,33,17.0,Joined,Jul-2024
22,0,3,6,4,36.03,24,7,86,1,1,2024-01-14,2024-02-11,2024-03-07,28,25.0,Joined,Feb-2024
52,0,2,8,2,13.19,58,28,39,1,0,2024-06-10,2024-07-09,,29,,Dropped at Offer,Jul-2024
25,0,3,7,3,45.6,71,94,44,2,0,2024-04-21,2024-05-09,,18,,Dropped at Offer,May-2024
29,1,3,14,3,8.57,68,40,54,3,1,2024-03-15,2024-04-22,2024-05-04,38,12.0,Joined,Apr-2024
24,1,1,14,2,31.71,4,29,50,3,0,2024-04-06,2024-05-15,,39,,Dropped at Screening,May-2024
42,0,1,4,2,2.41,98,85,85,2,0,2024-04-30,2024-05-16,,16,,Dropped at Offer,May-2024
29,0,3,13,4,32.54,18,20,4,3,0,2024-02-24,2024-03-29,,34,,Dropped at Screening,Mar-2024
21,1,1,13,3,14.58,22,75,94,1,1,2024-04-26,2024-05-23,2024-06-08,27,16.0,Joined,May-2024
32,1,1,3,3,23.03,8,10,12,1,0,2024-04-02,2024-04-26,,24,,Dropped at Screening,Apr-2024
21,1,1,11,1,17.92,93,1,27,3,1,2024-02-06,2024-03-20,2024-04-15,43,26.0,Joined,Mar-2024
39,1,3,6,5,9.47,49,49,83,1,0,2024-01-26,2024-02-20,,25,,Dropped at Interview,Feb-2024
20,1,1,4,5,31.48,15,40,96,1,0,2024-03-07,2024-04-09,,33,,Dropped at Screening,Apr-2024
28,1,3,6,1,44.22,32,65,79,3,1,2024-03-24,2024-04-30,2024-05-09,37,9.0,Joined,Apr-2024
36,1,1,11,5,48.0,1,97,61,2,0,2024-06-28,2024-07-15,,17,,Dropped at Screening,Jul-2024
28,1,2,0,2,10.42,13,2,92,3,0,2024-01-18,2024-02-27,,40,,Dropped at Screening,Feb-2024
30,1,1,0,5,36.15,0,79,86,3,0,2024-01-27,2024-02-22,,26,,Dropped at Screening,Feb-2024
34,0,1,15,5,33.55,89,50,23,3,0,2024-01-31,2024-03-02,,31,,Dropped at Offer,Mar-2024
43,0,3,9,1,17.83,57,67,97,3,1,2024-04-15,2024-05-21,2024-06-18,36,28.0,Joined,May-2024
54,0,3,13,4,1.94,88,86,6,2,1,2024-05-08,2024-06-01,2024-06-22,24,21.0,Joined,Jun-2024
49,1,1,12,5,34.8,15,83,37,2,1,2024-01-06,2024-01-20,2024-02-06,14,17.0,Joined,Jan-2024
50,0,2,2,5,47.33,78,24,36,1,1,2024-01-11,2024-02-08,2024-03-07,28,28.0,Joined,Feb-2024
24,1,1,13,4,31.97,89,29,67,1,1,2024-06-10,2024-07-12,2024-07-20,32,8.0,Joined,Jul-2024
33,1,1,10,1,22.33,46,81,97,3,1,2024-01-18,2024-02-29,2024-03-30,42,30.0,Joined,Feb-2024
30,0,2,1,4,26.73,43,10,41,1,1,2024-01-21,2024-02-11,2024-02-23,21,12.0,Joined,Feb-2024
28,1,3,1,1,10.78,79,92,85,2,0,2024-01-19,2024-02-05,,17,,Dropped at Offer,Feb-2024
53,0,1,6,2,37.78,13,16,4,1,1,2024-01-04,2024-01-28,2024-02-20,24,23.0,Joined,Jan-2024
31,0,3,11,1,37.57,92,25,63,1,1,2024-03-17,2024-04-16,2024-05-10,30,24.0,Joined,Apr-2024
54,0,3,9,2,8.13,23,22,49,1,1,2024-04-25,2024-05-23,2024-06-02,28,10.0,Joined,May-2024
54,1,2,1,2,44.02,54,55,86,3,0,2024-06-05,2024-07-10,,35,,Dropped at Interview,Jul-2024
20,0,2,10,1,14.19,14,51,14,1,1,2024-01-25,2024-02-27,2024-03-27,33,29.0,Joined,Feb-2024
41,1,3,3,3,49.13,82,47,94,2,1,2024-03-17,2024-03-31,2024-04-15,14,15.0,Joined,Mar-2024
48,0,1,1,1,19.76,71,19,72,2,1,2024-06-03,2024-06-13,2024-06-29,10,16.0,Joined,Jun-2024
27,0,3,5,5,9.72,33,1,52,2,0,2024-02-18,2024-03-02,,13,,Dropped at Interview,Mar-2024
30,0,1,7,5,18.23,1,87,24,2,1,2024-03-05,2024-03-29,2024-04-25,24,27.0,Joined,Mar-2024
33,1,1,9,3,22.57,26,30,88,1,0,2024-06-14,2024-07-05,,21,,Dropped at Screening,Jul-2024
49,1,2,15,2,4.4,73,26,84,3,0,2024-03-23,2024-04-21,,29,,Dropped at Offer,Apr-2024
54,1,1,3,3,29.33,98,1,8,2,0,2024-06-28,2024-07-19,,21,,Dropped at Offer,Jul-2024
40,0,1,14,5,30.28,86,77,37,2,0,2024-01-01,2024-01-13,,12,,Dropped at Offer,Jan-2024
24,0,3,4,3,37.21,71,3,21,3,1,2024-06-16,2024-07-18,2024-07-26,32,8.0,Joined,Jul-2024
38,1,2,3,1,2.43,91,12,86,3,0,2024-03-21,2024-04-21,,31,,Dropped at Offer,Apr-2024
33,1,1,2,3,27.52,22,99,48,2,0,2024-01-21,2024-02-14,,24,,Dropped at Screening,Feb-2024
45,1,1,4,2,3.59,67,34,67,2,1,2024-03-26,2024-04-14,2024-05-01,19,17.0,Joined,Apr-2024
23,1,2,13,1,35.36,13,71,92,3,0,2024-01-15,2024-02-23,,39,,Dropped at Screening,Feb-2024
44,1,3,8,4,3.73,62,65,14,2,0,2024-02-19,2024-03-03,,13,,Dropped at Offer,Mar-2024
44,1,2,7,5,45.67,92,5,64,2,0,2024-02-17,2024-02-28,,11,,Dropped at Offer,Feb-2024
37,0,2,7,5,35.4,64,30,53,1,0,2024-06-08,2024-07-08,,30,,Dropped at Offer,Jul-2024
27,1,1,7,3,25.86,67,9,29,3,0,2024-02-18,2024-03-28,,39,,Dropped at Offer,Mar-2024
33,0,1,11,1,22.63,62,20,92,1,0,2024-04-17,2024-05-21,,34,,Dropped at Offer,May-2024
51,0,3,7,4,7.4,95,73,19,1,1,2024-02-14,2024-03-06,2024-03-23,21,17.0,Joined,Mar-2024
52,1,1,6,1,15.26,96,22,32,3,1,2024-02-01,2024-02-27,2024-03-15,26,17.0,Joined,Feb-2024
42,1,1,7,5,43.58,89,2,99,1,1,2024-05-11,2024-06-05,2024-06-12,25,7.0,Joined,Jun-2024
34,0,2,10,1,45.32,80,31,85,2,1,2024-04-06,2024-04-26,2024-05-16,20,20.0,Joined,Apr-2024
52,1,1,13,4,1.04,86,19,76,1,0,2024-03-20,2024-04-19,,30,,Dropped at Offer,Apr-2024
44,1,3,15,3,30.11,63,73,6,3,0,2024-05-25,2024-07-02,,38,,Dropped at Offer,Jul-2024
36,0,2,7,2,36.25,31,28,7,2,0,2024-02-23,2024-03-07,,13,,Dropped at Interview,Mar-2024
52,0,3,12,1,31.32,78,51,27,2,1,2024-05-06,2024-05-21,2024-05-28,15,7.0,Joined,May-2024
21,0,2,13,2,5.0,12,45,44,2,1,2024-06-23,2024-07-15,2024-08-11,22,27.0,Joined,Jul-2024
33,1,1,7,5,11.67,65,33,72,2,0,2024-05-13,2024-06-02,,20,,Dropped at Offer,Jun-2024
25,0,2,11,3,13.27,18,100,88,1,0,2024-03-06,2024-03-28,,22,,Dropped at Screening,Mar-2024
25,1,2,9,3,41.75,23,83,79,1,1,2024-05-16,2024-06-07,2024-07-06,22,29.0,Joined,Jun-2024
22,0,1,6,1,23.7,87,60,73,2,1,2024-04-18,2024-05-07,2024-05-22,19,15.0,Joined,May-2024
26,0,1,11,3,24.85,10,71,10,3,1,2024-01-23,2024-02-21,2024-03-22,29,30.0,Joined,Feb-2024
27,0,3,0,1,46.81,58,70,30,2,1,2024-04-16,2024-04-26,2024-05-03,10,7.0,Joined,Apr-2024
34,1,3,3,1,32.22,85,69,11,1,0,2024-06-19,2024-07-23,,34,,Dropped at Offer,Jul-2024
48,1,1,12,2,45.03,14,10,94,2,1,2024-02-20,2024-03-05,2024-04-01,14,27.0,Joined,Mar-2024
52,0,1,12,3,23.37,9,81,77,1,1,2024-03-12,2024-04-05,2024-05-03,24,28.0,Joined,Apr-2024
49,0,1,15,1,8.32,40,92,50,2,0,2024-04-12,2024-05-06,,24,,Dropped at Interview,May-2024
46,0,2,3,2,46.57,26,88,43,3,0,2024-06-01,2024-06-28,,27,,Dropped at Screening,Jun-2024
48,1,2,4,4,23.48,59,62,95,2,0,2024-03-20,2024-04-07,,18,,Dropped at Offer,Apr-2024
52,0,2,9,2,9.9,72,20,49,3,1,2024-06-11,2024-07-11,2024-08-08,30,28.0,Joined,Jul-2024
46,1,1,5,2,15.82,51,2,16,3,1,2024-05-24,2024-06-20,2024-06-30,27,10.0,Joined,Jun-2024
52,0,3,3,1,3.49,27,81,34,2,1,2024-01-18,2024-02-10,2024-02-17,23,7.0,Joined,Feb-2024
23,0,1,14,5,23.95,64,87,0,3,1,2024-06-03,2024-07-10,2024-08-04,37,25.0,Joined,Jul-2024
41,0,2,1,5,42.8,16,9,28,3,0,2024-05-22,2024-07-03,,42,,Dropped at Screening,Jul-2024
21,0,2,15,5,46.75,94,26,50,1,0,2024-03-21,2024-04-11,,21,,Dropped at Offer,Apr-2024
29,0,1,5,2,46.7,43,11,63,1,1,2024-04-16,2024-05-17,2024-06-02,31,16.0,Joined,May-2024
24,0,1,14,1,7.14,9,6,3,3,1,2024-03-09,2024-04-07,2024-04-28,29,21.0,Joined,Apr-2024
29,1,2,7,3,19.72,62,16,86,2,1,2024-03-20,2024-04-12,2024-05-08,23,26.0,Joined,Apr-2024
52,0,2,14,2,2.38,100,64,27,3,0,2024-05-22,2024-07-02,,41,,Dropped at Offer,Jul-2024
32,1,2,7,2,42.9,92,63,15,2,1,2024-02-11,2024-02-25,2024-03-06,14,10.0,Joined,Feb-2024
50,0,1,6,1,18.58,81,25,62,1,0,2024-02-03,2024-03-05,,31,,Dropped at Offer,Mar-2024
43,0,2,5,4,31.92,46,14,75,2,1,2024-02-17,2024-03-07,2024-04-02,19,26.0,Joined,Mar-2024
34,1,2,1,2,36.03,37,32,52,3,0,2024-05-15,2024-06-28,,44,,Dropped at Interview,Jun-2024
48,0,3,14,4,22.06,69,61,84,3,0,2024-05-17,2024-06-13,,27,,Dropped at Offer,Jun-2024
27,1,1,6,4,16.02,75,100,16,3,1,2024-01-05,2024-02-03,2024-02-23,29,20.0,Joined,Feb-2024
24,1,3,10,5,48.15,52,46,39,3,0,2024-04-25,2024-05-30,,35,,Dropped at Interview,May-2024
48,0,3,11,1,48.26,77,94,12,3,0,2024-06-24,2024-07-27,,33,,Dropped at Offer,Jul-2024
23,1,2,13,4,15.18,43,34,51,2,1,2024-04-26,2024-05-20,2024-05-31,24,11.0,Joined,May-2024
31,1,1,15,1,24.5,73,64,57,3,0,2024-06-02,2024-06-27,,25,,Dropped at Offer,Jun-2024
21,0,2,13,5,48.67,53,71,95,1,1,2024-04-17,2024-05-18,2024-06-08,31,21.0,Joined,May-2024
46,1,1,4,1,1.24,19,75,36,3,0,2024-01-23,2024-02-21,,29,,Dropped at Screening,Feb-2024
50,0,3,15,2,21.22,78,82,78,2,0,2024-03-02,2024-03-12,,10,,Dropped at Offer,Mar-2024
45,0,1,5,4,5.92,30,24,75,3,0,2024-01-13,2024-02-20,,38,,Dropped at Interview,Feb-2024
46,0,2,9,1,25.95,6,56,60,3,0,2024-05-16,2024-06-25,,40,,Dropped at Screening,Jun-2024
24,0,2,7,3,2.21,57,31,78,2,1,2024-01-20,2024-02-09,2024-03-01,20,21.0,Joined,Feb-2024
39,1,2,15,1,20.94,9,62,33,3,1,2024-04-01,2024-05-03,2024-05-25,32,22.0,Joined,May-2024
30,0,1,13,4,11.81,9,11,69,2,1,2024-04-17,2024-05-07,2024-05-29,20,22.0,Joined,May-2024
29,0,3,7,5,27.13,38,62,16,3,0,2024-05-31,2024-07-13,,43,,Dropped at Interview,Jul-2024
25,1,3,2,5,49.8,27,76,19,1,0,2024-04-17,2024-05-09,,22,,Dropped at Screening,May-2024
27,0,1,11,4,40.23,29,91,72,3,1,2024-02-02,2024-03-02,2024-03-12,29,10.0,Joined,Mar-2024
42,0,2,15,2,42.44,36,0,58,2,1,2024-05-27,2024-06-17,2024-07-02,21,15.0,Joined,Jun-2024
45,1,3,11,2,32.13,66,50,68,1,1,2024-06-24,2024-07-27,2024-08-03,33,7.0,Joined,Jul-2024
31,1,2,13,5,3.04,42,69,86,2,1,2024-03-04,2024-03-19,2024-03-30,15,11.0,Joined,Mar-2024
45,1,1,6,5,11.13,78,7,32,3,0,2024-01-30,2024-03-10,,40,,Dropped at Offer,Mar-2024
32,1,2,0,4,46.33,84,67,77,1,1,2024-04-17,2024-05-18,2024-06-02,31,15.0,Joined,May-2024
37,1,3,0,2,18.94,51,4,16,2,0,2024-03-13,2024-03-28,,15,,Dropped at Interview,Mar-2024
44,1,3,6,5,6.08,100,88,56,1,1,2024-04-18,2024-05-22,2024-06-17,34,26.0,Joined,May-2024
52,1,2,14,2,35.42,55,85,82,1,0,2024-05-24,2024-06-27,,34,,Dropped at Offer,Jun-2024
31,0,1,14,5,15.67,75,91,96,2,1,2024-04-09,2024-04-27,2024-05-08,18,11.0,Joined,Apr-2024
23,1,2,9,1,14.17,67,38,0,1,1,2024-01-14,2024-02-05,2024-02-15,22,10.0,Joined,Feb-2024
24,1,1,8,3,49.9,8,22,12,2,0,2024-01-19,2024-02-01,,13,,Dropped at Screening,Feb-2024
27,1,2,6,1,43.05,91,67,26,1,0,2024-03-11,2024-04-02,,22,,Dropped at Offer,Apr-2024
47,0,3,9,5,20.99,22,51,69,1,1,2024-02-28,2024-03-27,2024-04-18,28,22.0,Joined,Mar-2024
50,0,1,4,3,49.03,62,3,58,1,0,2024-04-06,2024-05-02,,26,,Dropped at Offer,May-2024
28,1,1,7,3,32.86,60,46,5,3,1,2024-02-13,2024-03-16,2024-03-24,32,8.0,Joined,Mar-2024
48,1,1,1,5,37.36,39,20,96,3,0,2024-06-08,2024-07-21,,43,,Dropped at Interview,Jul-2024
33,1,3,8,5,2.54,43,100,93,2,1,2024-04-20,2024-05-07,2024-05-29,17,22.0,Joined,May-2024
41,0,2,5,2,6.96,85,55,98,1,1,2024-01-11,2024-02-14,2024-03-09,34,24.0,Joined,Feb-2024
30,0,3,12,5,32.02,23,65,22,2,1,2024-04-15,2024-05-06,2024-05-14,21,8.0,Joined,May-2024
42,1,1,8,4,45.05,50,58,9,3,1,2024-01-02,2024-02-04,2024-02-26,33,22.0,Joined,Feb-2024
20,0,2,15,5,31.56,57,6,50,3,1,2024-05-04,2024-06-14,2024-06-21,41,7.0,Joined,Jun-2024
40,1,3,1,4,7.57,89,48,18,3,1,2024-05-24,2024-06-28,2024-07-20,35,22.0,Joined,Jun-2024
45,0,1,2,5,6.67,93,15,50,3,1,2024-04-03,2024-05-03,2024-05-12,30,9.0,Joined,May-2024
42,0,1,11,2,42.37,32,16,91,2,1,2024-06-16,2024-07-05,2024-07-26,19,21.0,Joined,Jul-2024
20,1,3,7,4,7.83,15,83,86,1,0,2024-06-22,2024-07-12,,20,,Dropped at Screening,Jul-2024
34,1,3,0,1,26.49,21,86,67,2,0,2024-04-02,2024-04-12,,10,,Dropped at Screening,Apr-2024
40,1,3,14,4,2.82,56,97,83,1,0,2024-01-04,2024-01-29,,25,,Dropped at Offer,Jan-2024
28,1,1,9,2,4.95,61,74,82,3,1,2024-06-14,2024-07-12,2024-07-29,28,17.0,Joined,Jul-2024
28,0,3,14,4,33.95,81,33,41,1,1,2024-03-03,2024-03-30,2024-04-15,27,16.0,Joined,Mar-2024
29,0,1,14,5,34.77,70,32,90,3,1,2024-01-29,2024-02-23,2024-03-17,25,23.0,Joined,Feb-2024
45,0,3,14,5,17.73,89,25,56,2,0,2024-01-19,2024-02-11,,23,,Dropped at Offer,Feb-2024
54,1,1,6,2,11.56,71,65,97,1,0,2024-03-31,2024-04-22,,22,,Dropped at Offer,Apr-2024
44,0,1,6,3,40.87,69,62,67,2,0,2024-01-29,2024-02-09,,11,,Dropped at Offer,Feb-2024
45,1,2,12,5,11.64,29,86,37,3,0,2024-06-11,2024-07-10,,29,,Dropped at Screening,Jul-2024
30,0,3,0,1,27.56,22,40,61,2,0,2024-04-25,2024-05-12,,17,,Dropped at Screening,May-2024
21,1,3,15,2,48.44,31,85,6,3,1,2024-03-10,2024-04-08,2024-04-18,29,10.0,Joined,Apr-2024
26,1,1,8,4,8.24,85,57,70,3,0,2024-05-02,2024-06-06,,35,,Dropped at Offer,Jun-2024
37,0,1,7,4,47.1,56,97,49,3,1,2024-01-23,2024-02-28,2024-03-22,36,23.0,Joined,Feb-2024
46,1,1,3,1,9.96,8,78,51,2,1,2024-02-15,2024-03-09,2024-03-19,23,10.0,Joined,Mar-2024
53,1,2,9,5,28.8,30,9,25,2,1,2024-06-20,2024-07-05,2024-07-30,15,25.0,Joined,Jul-2024
46,0,2,10,2,19.47,70,14,25,1,0,2024-06-24,2024-07-27,,33,,Dropped at Offer,Jul-2024
36,1,1,4,1,48.28,8,41,18,1,0,2024-06-28,2024-07-30,,32,,Dropped at Screening,Jul-2024
43,1,3,1,5,14.4,12,92,8,2,1,2024-01-08,2024-01-24,2024-01-31,16,7.0,Joined,Jan-2024
44,1,3,12,2,20.58,57,56,60,2,0,2024-03-06,2024-03-25,,19,,Dropped at Offer,Mar-2024
26,0,2,15,4,49.16,2,86,19,2,0,2024-06-16,2024-07-10,,24,,Dropped at Screening,Jul-2024
25,0,2,8,2,27.29,34,16,49,2,1,2024-06-07,2024-07-01,2024-07-21,24,20.0,Joined,Jul-2024
43,1,1,14,3,25.63,96,59,79,3,1,2024-06-24,2024-07-25,2024-08-24,31,30.0,Joined,Jul-2024
52,0,3,11,2,13.63,20,8,80,3,1,2024-04-09,2024-05-20,2024-06-06,41,17.0,Joined,May-2024
48,1,1,11,3,35.37,63,35,21,3,1,2024-03-01,2024-04-10,2024-04-23,40,13.0,Joined,Apr-2024
41,1,2,5,2,1.7,94,72,12,2,1,2024-04-21,2024-05-01,2024-05-24,10,23.0,Joined,May-2024
45,1,3,2,3,3.43,51,79,11,3,0,2024-02-21,2024-03-17,,25,,Dropped at Interview,Mar-2024
47,1,3,11,4,30.37,33,35,9,3,1,2024-06-14,2024-07-19,2024-07-29,35,10.0,Joined,Jul-2024
40,1,2,6,5,17.74,95,47,64,1,0,2024-02-05,2024-02-28,,23,,Dropped at Offer,Feb-2024
26,0,1,8,3,47.71,34,50,95,1,0,2024-04-21,2024-05-13,,22,,Dropped at Interview,May-2024
36,1,1,2,3,45.26,14,96,29,3,1,2024-03-27,2024-04-22,2024-05-08,26,16.0,Joined,Apr-2024
39,0,3,15,4,35.97,95,94,7,3,1,2024-03-25,2024-04-27,2024-05-20,33,23.0,Joined,Apr-2024
39,0,2,1,3,41.09,5,69,20,3,0,2024-01-13,2024-02-19,,37,,Dropped at Screening,Feb-2024
41,1,3,15,1,33.7,84,73,21,2,1,2024-06-13,2024-07-04,2024-07-14,21,10.0,Joined,Jul-2024
47,1,2,6,4,7.15,96,79,17,1,0,2024-02-16,2024-03-13,,26,,Dropped at Offer,Mar-2024
26,0,1,6,1,38.51,31,67,65,1,1,2024-03-30,2024-05-02,2024-05-27,33,25.0,Joined,May-2024
20,0,2,3,4,11.3,51,21,47,1,1,2024-01-22,2024-02-19,2024-03-14,28,24.0,Joined,Feb-2024
51,0,1,10,3,16.85,82,76,43,3,0,2024-06-15,2024-07-24,,39,,Dropped at Offer,Jul-2024
32,1,2,8,1,41.14,96,79,8,2,0,2024-02-27,2024-03-11,,13,,Dropped at Offer,Mar-2024
49,0,3,15,3,27.29,27,92,66,1,1,2024-01-30,2024-02-20,2024-03-14,21,23.0,Joined,Feb-2024
42,1,1,13,4,43.14,94,5,53,1,1,2024-05-25,2024-06-21,2024-07-03,27,12.0,Joined,Jun-2024
38,1,3,7,3,11.44,84,25,25,2,1,2024-04-15,2024-05-03,2024-05-16,18,13.0,Joined,May-2024
51,1,3,12,1,30.78,97,74,84,3,0,2024-05-25,2024-06-20,,26,,Dropped at Offer,Jun-2024
49,0,1,12,1,5.11,63,87,93,3,1,2024-03-14,2024-04-23,2024-05-05,40,12.0,Joined,Apr-2024
48,1,1,0,3,32.51,78,92,91,1,1,2024-06-15,2024-07-16,2024-08-03,31,18.0,Joined,Jul-2024
48,1,3,0,2,38.36,77,2,99,1,1,2024-04-03,2024-04-26,2024-05-11,23,15.0,Joined,Apr-2024
49,1,3,4,4,29.66,18,51,25,2,1,2024-06-02,2024-06-21,2024-07-15,19,24.0,Joined,Jun-2024
35,1,3,5,4,14.05,14,73,33,1,0,2024-03-11,2024-04-02,,22,,Dropped at Screening,Apr-2024
38,1,3,2,3,2.54,5,59,7,2,0,2024-01-07,2024-01-17,,10,,Dropped at Screening,Jan-2024
37,0,1,12,2,6.85,72,62,9,1,0,2024-03-05,2024-03-30,,25,,Dropped at Offer,Mar-2024
20,1,1,8,1,31.49,100,64,47,1,1,2024-02-15,2024-03-15,2024-03-23,29,8.0,Joined,Mar-2024
